Token,Emotions,EmotionCount
schlosshof,"admiration, neutral",2
weiße,"admiration, annoyance, love, neutral",4
schlange,"caring, neutral",2
endres,"admiration, disappointment, gratitude, neutral, optimism, pride, realization",7
armer,"admiration, annoyance, disgust, love, neutral, sadness",6
lesen,"disapproval, neutral",2
lernen,"approval, disappointment, disapproval, neutral, realization",5
handwerk,"caring, neutral",2
fleisch,"admiration, love, neutral, realization",4
sprache,"admiration, approval, neutral",3
schüssel,"curiosity, disappointment, excitement, neutral, optimism, realization",6
feinde,"anger, neutral",2
unwetter,"fear, neutral",2
lieblingspferd,"grief, neutral, optimism",3
rettet,"caring, grief, neutral",3
leonora,"grief, neutral",2
verboten,"neutral, sadness",2
wundert,"neutral, surprise",2
chance,"excitement, neutral",2
beweisen,"neutral, realization",2
weißes,"admiration, love, neutral",3
teller,"anger, neutral",2
verschluckt,"admiration, neutral, sadness",3
zufällig,"neutral, realization, sadness",3
hinweis,"neutral, surprise",2
gegeben,"approval, caring, joy, love, neutral",5
seinerzeit,"grief, neutral",2
magische,"annoyance, neutral",2
gerissen,"disgust, neutral",2
sprachen,"admiration, annoyance, curiosity, neutral",4
hätte,"admiration, amusement, annoyance, caring, confusion, curiosity, desire, disappointment, disgust, embarrassment, fear, joy, love, neutral, relief, sadness",16
fähigkeiten,"admiration, annoyance, approval, neutral",4
erlangen,"neutral, optimism",2
versprochen,"admiration, annoyance, disgust, neutral, sadness",5
beschwört,"neutral, realization",2
fordert,"anger, disapproval, neutral",3
klugen,"admiration, disappointment, neutral",3
besiegen,"neutral, realization, sadness",3
regiert,"neutral, optimism",2
güte,"joy, neutral, realization",3
abgaben,"disapproval, neutral",2
meeren,"love, neutral",2
constanze,"anger, disappointment, love, neutral, sadness, surprise",6
löweneckerchen,"neutral, sadness",2
gewünscht,"admiration, annoyance, desire, embarrassment, neutral",5
vogel,"admiration, amusement, curiosity, love, neutral",5
löwen,"admiration, joy, neutral",3
stellte,"admiration, annoyance, caring, desire, disgust, fear, joy, love, neutral",9
gebe,"admiration, disgust, joy, love, neutral, realization",6
zuerst,"curiosity, neutral, realization",3
versprechen,"admiration, approval, disappointment, gratitude, love, neutral, sadness",7
brechen,"approval, disgust, love, neutral, sadness",5
mittag,"neutral, realization",2
leonhard,"love, neutral",2
mitternacht,"disappointment, joy, love, neutral",4
uhr,"disappointment, disgust, love, neutral",4
heiratsantrag,"love, neutral",2
verwandelte,"admiration, anger, disgust, excitement, fear, joy, love, neutral, optimism, realization",10
16,"excitement, neutral",2
medaillon,"love, neutral",2
blatt,"love, neutral",2
verlieren,"caring, neutral",2
schauen,"admiration, excitement, joy, neutral",4
lang,"admiration, amusement, caring, disappointment, fear, gratitude, neutral, realization",8
blickt,"admiration, neutral",2
taube,"joy, neutral, realization, sadness",4
fliegt,"admiration, neutral",2
halskette,"caring, neutral",2
insel,"admiration, neutral",2
verwandelten,"joy, neutral",2
vergangenheit,"disappointment, neutral",2
schiff,"admiration, neutral, realization",3
geholt,"joy, neutral",2
sonne,"admiration, curiosity, disappointment, fear, love, neutral, realization, sadness, surprise",9
tafel,"anger, joy, neutral",3
blätter,"love, nervousness, neutral",3
führte,"admiration, annoyance, grief, joy, love, neutral, sadness, surprise",8
schlägt,"love, neutral",2
fee,"admiration, annoyance, excitement, gratitude, joy, love, neutral, sadness",8
wahren,"joy, love, neutral, realization",4
mitte,"admiration, love, neutral",3
rosalie,"love, neutral",2
dünn,"annoyance, neutral",2
modedesignerinnen,"neutral, optimism",2
täglich,"admiration, neutral, sadness",3
leon,"admiration, love, neutral",3
petit,"approval, love, neutral",3
größten,"love, neutral",2
abendkleid,"excitement, neutral",2
meisterdieb,"admiration, neutral",2
vielen,"admiration, love, neutral, realization",4
geworden,"admiration, anger, annoyance, desire, disappointment, joy, neutral, realization, sadness",9
hört,"caring, neutral, sadness",3
ankunft,"joy, neutral",2
fremden,"curiosity, joy, neutral, optimism, sadness",5
preisgibt,"anger, neutral",2
grafen,"neutral, sadness",2
pastor,"neutral, optimism",2
leib,"fear, neutral, optimism, sadness",4
wette,"confusion, curiosity, neutral",3
kleines,"admiration, annoyance, caring, curiosity, love, neutral, surprise",7
wein,"admiration, curiosity, gratitude, joy, love, neutral, sadness",7
stall,"embarrassment, fear, joy, neutral",4
darauffolgenden,"fear, neutral",2
sack,"amusement, disgust, gratitude, neutral, surprise",5
vergeht,"admiration, joy, love, neutral",4
bett,"admiration, anger, annoyance, caring, curiosity, disgust, fear, love, neutral, realization, remorse",11
gräfin,"neutral, realization",2
bedecken,"caring, curiosity, neutral, surprise",4
bitte,"caring, nervousness, neutral, sadness",4
schelm,"neutral, sadness",2
zorn,"admiration, amusement, annoyance, excitement, fear, neutral, realization, sadness",8
kugel,"love, neutral",2
gewonnen,"approval, gratitude, neutral",3
froschkönig,"admiration, caring, neutral",3
heinrich,"admiration, approval, fear, joy, neutral, realization, sadness",7
treu,"admiration, joy, love, neutral, realization, sadness",6
zaubertrank,"caring, neutral",2
besitzt,"admiration, caring, neutral, surprise",4
los,"admiration, amusement, anger, annoyance, caring, fear, neutral, realization",8
berührt,"admiration, disgust, joy, love, neutral, realization",6
frosch,"admiration, anger, caring, disappointment, love, neutral, sadness",7
lediglich,"disappointment, neutral",2
kuss,"admiration, desire, love, neutral, realization",5
erlöst,"admiration, anger, caring, disappointment, excitement, joy, love, neutral, realization, sadness",10
alter,"admiration, disappointment, joy, love, neutral, realization, sadness, surprise",8
hilferufe,"caring, neutral",2
nähe,"desire, neutral, sadness",3
bediensteten,"annoyance, curiosity, neutral, sadness",4
gedanken,"admiration, caring, desire, disgust, neutral, realization, sadness, surprise",8
verhalten,"annoyance, curiosity, neutral, realization",4
recht,"admiration, anger, caring, desire, joy, love, neutral, sadness",8
feststellen,"annoyance, neutral",2
fünf,"fear, neutral",2
worden,"admiration, anger, annoyance, caring, joy, neutral, realization, sadness",8
enkel,"neutral, sadness",2
hinunter,"love, neutral",2
sophie,"joy, neutral",2
jeweils,"disappointment, neutral",2
jammernd,"amusement, neutral",2
susanne,"desire, excitement, neutral",3
tiefen,"admiration, anger, caring, desire, neutral, surprise",6
helfen.,"admiration, caring, love, neutral",4
spielkamerad,"love, neutral",2
becher,"admiration, anger, caring, love, neutral",5
bedingungen,"annoyance, neutral",2
aufsetzt,"neutral, realization",2
zimmer,"admiration, amusement, annoyance, fear, love, neutral, sadness",7
jüngste,"admiration, curiosity, desire, disgust, embarrassment, love, neutral, sadness, surprise",9
zunächst,"disappointment, disapproval, love, neutral, realization, sadness",6
einhalten,"approval, neutral",2
sicher,"approval, disappointment, neutral",3
küsst,"gratitude, love, neutral, realization",4
neun,"admiration, neutral, realization",3
tagen,"curiosity, fear, joy, love, neutral, sadness",6
herrn,"admiration, gratitude, neutral, realization",4
band,"anger, neutral, sadness",3
schmerz,"neutral, sadness",2
verlust,"admiration, neutral, sadness",3
aushalten,"neutral, sadness",2
vergisst,"love, neutral",2
ganze,"amusement, annoyance, caring, disappointment, disgust, gratitude, joy, love, neutral, optimism, realization, sadness, surprise",13
zweimal,"neutral, optimism",2
eigentlich,"caring, neutral, sadness",3
niemals,"admiration, curiosity, joy, neutral",4
männlein,"admiration, annoyance, approval, caring, neutral",5
waldmann,"curiosity, neutral",2
brüdern,"approval, joy, neutral, sadness",4
genannt,"admiration, disgust, neutral, surprise",4
belohnt,"neutral, remorse",2
kleben,"joy, neutral",2
bäcker,"love, neutral",2
wirtin,"admiration, neutral, sadness",3
schar,"annoyance, joy, neutral",3
jubelnd,"joy, neutral",2
lass,"annoyance, joy, neutral",3
beschluss,"amusement, neutral",2
wort,"admiration, amusement, annoyance, approval, caring, disapproval, disgust, fear, gratitude, neutral, surprise",11
erfüllen,"desire, disappointment, neutral",3
tapferen,"admiration, neutral",2
schmied,"admiration, annoyance, neutral, realization",4
schmiede,"admiration, desire, neutral",3
flackernden,"curiosity, neutral",2
komm,"admiration, caring, joy, love, neutral",5
schatten,"admiration, amusement, annoyance, confusion, disgust, fear, gratitude, joy, love, neutral, realization, sadness",12
berges,"admiration, neutral",2
berg,"admiration, annoyance, disgust, fear, neutral",5
bäume,"admiration, annoyance, joy, love, neutral, relief",6
träumen,"admiration, joy, neutral",3
schweigen,"fear, neutral, sadness",3
lust,"admiration, amusement, annoyance, desire, joy, neutral, sadness",7
fröhlich,"approval, joy, neutral, sadness",4
hell,"admiration, amusement, neutral",3
tränen,"admiration, amusement, approval, desire, gratitude, joy, neutral, sadness, surprise",9
gras,"disappointment, joy, love, neutral, optimism",5
glühen,"annoyance, neutral",2
eisen,"admiration, anger, neutral",3
mikeš,"admiration, caring, disapproval, neutral, realization",5
großvater,"neutral, sadness",2
schmiedete,"approval, neutral",2
schulter,"disgust, neutral",2
stark,"admiration, annoyance, curiosity, joy, love, neutral",6
mühle,"gratitude, neutral, pride, sadness",4
meister,"admiration, disapproval, neutral",3
matěj,"admiration, neutral",2
bereit,"admiration, approval, excitement, joy, neutral, surprise",6
schritte,"disappointment, disgust, neutral",3
burschen,"admiration, excitement, fear, neutral",4
fröhlichkeit,"neutral, sadness",2
entschluss,"approval, neutral, sadness",3
stroh,"fear, neutral, sadness",3
starken,"admiration, fear, neutral, sadness",4
gemälde,"admiration, neutral",2
schwarzen,"admiration, anger, caring, love, neutral",5
spielen,"neutral, sadness",2
mitleid,"disapproval, neutral, sadness",3
rat,"admiration, caring, neutral, sadness",4
muß,"fear, neutral",2
raten,"caring, neutral",2
herzens,"admiration, joy, neutral, sadness",4
überraschung,"neutral, surprise",2
schlimmste,"disappointment, disapproval, fear, neutral",4
erregt,"nervousness, neutral",2
wildnis,"neutral, sadness",2
braten,"neutral, surprise",2
silber,"love, neutral",2
widerstehen,"curiosity, neutral",2
magischen,"approval, joy, neutral, realization",4
traum,"caring, curiosity, desire, fear, love, neutral, realization, sadness",8
tapfer,"admiration, caring, neutral, optimism, surprise",5
gier,"love, neutral",2
zerrinnt,"neutral, realization",2
seltsames,"disgust, neutral",2
unheimliches,"amusement, neutral, sadness",3
brei,"amusement, neutral",2
fuchs,"admiration, anger, annoyance, disgust, neutral",5
ohnmacht,"caring, neutral",2
ergeht,"love, neutral",2
verführt,"amusement, neutral",2
allerlei,"excitement, neutral",2
betören,"love, neutral",2
wesen,"amusement, love, neutral, realization, surprise",5
erfahren,"admiration, approval, neutral",3
seil,"anger, fear, neutral",3
oben,"amusement, curiosity, disappointment, neutral",4
hinab,"admiration, annoyance, caring, disgust, fear, joy, love, nervousness, neutral, realization, remorse",11
kämpft,"admiration, neutral",2
ziel,"admiration, neutral",2
tore,"joy, neutral",2
gebrauchen,"amusement, neutral",2
lichtlein,"neutral, surprise",2
helle,"admiration, grief, neutral",3
labyrinth,"neutral, realization",2
herauf,"admiration, joy, love, neutral, realization, sadness",6
hinauf,"admiration, amusement, anger, disappointment, gratitude, joy, love, neutral",8
vertrauen,"disgust, neutral",2
eimer,"admiration, neutral",2
anschlag,"desire, neutral",2
gilt,"confusion, neutral",2
wahres,"admiration, disgust, neutral",3
schien,"admiration, joy, neutral, realization, surprise",5
trug,"admiration, desire, disgust, excitement, fear, love, neutral, realization, remorse, sadness",10
vertraut,"neutral, realization",2
pfeil,"neutral, surprise",2
frist,"desire, neutral",2
rosenring,"neutral, realization",2
müller,"admiration, annoyance, curiosity, disgust, embarrassment, gratitude, joy, love, neutral, sadness",10
strafe,"annoyance, approval, neutral",3
zurückgeschickt,"love, neutral",2
gerne,"annoyance, approval, caring, desire, joy, love, neutral, surprise",8
gemahl,"admiration, caring, gratitude, neutral, surprise",5
übers,"admiration, annoyance, neutral, sadness",4
dunkel,"admiration, disgust, fear, neutral, realization, surprise",6
angst,"admiration, fear, joy, nervousness, neutral, realization, sadness",7
bergen,"admiration, caring, neutral, realization",4
erschreckt,"admiration, fear, neutral",3
wohnen,"amusement, neutral",2
magie,"disgust, neutral, realization",3
aussehen,"disgust, neutral, realization",3
gebirge,"joy, neutral",2
blitz,"annoyance, neutral",2
tiefe,"admiration, amusement, disgust, gratitude, neutral, sadness",6
sarg,"admiration, love, neutral, optimism, sadness, surprise",6
agnes,"admiration, neutral",2
kamen,"annoyance, approval, caring, curiosity, disapproval, fear, gratitude, joy, love, nervousness, neutral, optimism, realization, sadness, surprise",15
anfangs,"disappointment, neutral, sadness",3
ottos,"neutral, realization",2
hinterlassen,"neutral, sadness",2
vermögen,"neutral, sadness",2
elvira,"admiration, caring, neutral",3
aufmerksamkeit,"approval, neutral",2
erregen,"approval, neutral",2
königreichs,"admiration, approval, joy, neutral",4
damen,"approval, neutral",2
ball,"admiration, gratitude, joy, neutral, realization, sadness, surprise",7
eingeladen,"approval, neutral",2
braut,"admiration, annoyance, caring, disgust, fear, joy, love, neutral, sadness, surprise",10
zähne,"approval, neutral",2
neu,"admiration, neutral",2
richten,"neutral, surprise",2
bohdanka,"excitement, neutral, sadness, surprise",4
verflucht,"annoyance, disapproval, neutral, surprise",4
irre,"admiration, neutral",2
hemden,"admiration, joy, neutral",3
nähen,"desire, neutral",2
weben,"confusion, neutral",2
milada,"love, neutral",2
stumm,"love, neutral",2
frisch,"admiration, amusement, curiosity, desire, love, neutral",6
vermählte,"love, neutral",2
