Token,EmotionCount,Emotions
nichte,2,"joy, neutral"
fahrt,2,"fear, neutral"
kutsche,6,"admiration, disgust, joy, love, neutral, sadness"
sorgt,2,"admiration, neutral"
dafür,11,"admiration, anger, annoyance, caring, curiosity, disgust, embarrassment, fear, gratitude, neutral, sadness"
leicht,6,"admiration, fear, neutral, optimism, realization, sadness"
schlechter,3,"annoyance, neutral, sadness"
aschekuchen,2,"gratitude, neutral"
trotzdem,4,"annoyance, joy, neutral, sadness"
teilt,2,"love, neutral"
fall,2,"caring, neutral"
wurzel,3,"confusion, gratitude, neutral"
traurigen,3,"neutral, realization, sadness"
schenken,3,"admiration, gratitude, neutral"
geraten,5,"caring, disgust, neutral, sadness, surprise"
pfarrer,6,"approval, embarrassment, neutral, realization, sadness, surprise"
geriet,6,"amusement, annoyance, disapproval, disgust, neutral, sadness"
menschenkette,2,"joy, neutral"
gescheitert,2,"disappointment, neutral"
erstbesten,2,"annoyance, neutral"
sogleich,4,"curiosity, neutral, realization, sadness"
weitere,4,"admiration, confusion, love, neutral"
gierige,2,"joy, neutral"
unbedingt,2,"annoyance, neutral"
drängen,2,"caring, neutral"
stürzt,5,"annoyance, curiosity, fear, nervousness, neutral"
gelächter,2,"embarrassment, neutral"
halbe,4,"amusement, fear, joy, neutral"
kerker,3,"anger, gratitude, neutral"
schlosshof,2,"admiration, neutral"
weiße,4,"admiration, annoyance, love, neutral"
schlange,2,"caring, neutral"
endres,7,"admiration, disappointment, gratitude, neutral, optimism, pride, realization"
armer,6,"admiration, annoyance, disgust, love, neutral, sadness"
lesen,2,"disapproval, neutral"
lernen,5,"approval, disappointment, disapproval, neutral, realization"
handwerk,2,"caring, neutral"
fleisch,4,"admiration, love, neutral, realization"
sprache,3,"admiration, approval, neutral"
schüssel,6,"curiosity, disappointment, excitement, neutral, optimism, realization"
feinde,2,"anger, neutral"
unwetter,2,"fear, neutral"
lieblingspferd,3,"grief, neutral, optimism"
rettet,3,"caring, grief, neutral"
leonora,2,"grief, neutral"
verboten,2,"neutral, sadness"
wundert,2,"neutral, surprise"
chance,2,"excitement, neutral"
beweisen,2,"neutral, realization"
weißes,3,"admiration, love, neutral"
teller,2,"anger, neutral"
verschluckt,3,"admiration, neutral, sadness"
zufällig,3,"neutral, realization, sadness"
hinweis,2,"neutral, surprise"
gegeben,5,"approval, caring, joy, love, neutral"
seinerzeit,2,"grief, neutral"
magische,2,"annoyance, neutral"
gerissen,2,"disgust, neutral"
sprachen,4,"admiration, annoyance, curiosity, neutral"
hätte,16,"admiration, amusement, annoyance, caring, confusion, curiosity, desire, disappointment, disgust, embarrassment, fear, joy, love, neutral, relief, sadness"
fähigkeiten,4,"admiration, annoyance, approval, neutral"
erlangen,2,"neutral, optimism"
versprochen,5,"admiration, annoyance, disgust, neutral, sadness"
beschwört,2,"neutral, realization"
fordert,3,"anger, disapproval, neutral"
klugen,3,"admiration, disappointment, neutral"
besiegen,3,"neutral, realization, sadness"
regiert,2,"neutral, optimism"
güte,3,"joy, neutral, realization"
abgaben,2,"disapproval, neutral"
meeren,2,"love, neutral"
constanze,6,"anger, disappointment, love, neutral, sadness, surprise"
löweneckerchen,2,"neutral, sadness"
gewünscht,5,"admiration, annoyance, desire, embarrassment, neutral"
vogel,5,"admiration, amusement, curiosity, love, neutral"
löwen,3,"admiration, joy, neutral"
stellte,9,"admiration, annoyance, caring, desire, disgust, fear, joy, love, neutral"
gebe,6,"admiration, disgust, joy, love, neutral, realization"
zuerst,3,"curiosity, neutral, realization"
versprechen,7,"admiration, approval, disappointment, gratitude, love, neutral, sadness"
brechen,5,"approval, disgust, love, neutral, sadness"
mittag,2,"neutral, realization"
leonhard,2,"love, neutral"
mitternacht,4,"disappointment, joy, love, neutral"
uhr,4,"disappointment, disgust, love, neutral"
heiratsantrag,2,"love, neutral"
verwandelte,10,"admiration, anger, disgust, excitement, fear, joy, love, neutral, optimism, realization"
16,2,"excitement, neutral"
medaillon,2,"love, neutral"
blatt,2,"love, neutral"
verlieren,2,"caring, neutral"
schauen,4,"admiration, excitement, joy, neutral"
lang,8,"admiration, amusement, caring, disappointment, fear, gratitude, neutral, realization"
blickt,2,"admiration, neutral"
taube,4,"joy, neutral, realization, sadness"
fliegt,2,"admiration, neutral"
halskette,2,"caring, neutral"
insel,2,"admiration, neutral"
verwandelten,2,"joy, neutral"
vergangenheit,2,"disappointment, neutral"
schiff,3,"admiration, neutral, realization"
geholt,2,"joy, neutral"
sonne,9,"admiration, curiosity, disappointment, fear, love, neutral, realization, sadness, surprise"
tafel,3,"anger, joy, neutral"
blätter,3,"love, nervousness, neutral"
führte,8,"admiration, annoyance, grief, joy, love, neutral, sadness, surprise"
schlägt,2,"love, neutral"
fee,8,"admiration, annoyance, excitement, gratitude, joy, love, neutral, sadness"
wahren,4,"joy, love, neutral, realization"
mitte,3,"admiration, love, neutral"
rosalie,2,"love, neutral"
dünn,2,"annoyance, neutral"
modedesignerinnen,2,"neutral, optimism"
täglich,3,"admiration, neutral, sadness"
leon,3,"admiration, love, neutral"
petit,3,"approval, love, neutral"
größten,2,"love, neutral"
abendkleid,2,"excitement, neutral"
meisterdieb,2,"admiration, neutral"
vielen,4,"admiration, love, neutral, realization"
geworden,9,"admiration, anger, annoyance, desire, disappointment, joy, neutral, realization, sadness"
hört,3,"caring, neutral, sadness"
ankunft,2,"joy, neutral"
fremden,5,"curiosity, joy, neutral, optimism, sadness"
preisgibt,2,"anger, neutral"
grafen,2,"neutral, sadness"
pastor,2,"neutral, optimism"
leib,4,"fear, neutral, optimism, sadness"
wette,3,"confusion, curiosity, neutral"
kleines,7,"admiration, annoyance, caring, curiosity, love, neutral, surprise"
wein,7,"admiration, curiosity, gratitude, joy, love, neutral, sadness"
stall,4,"embarrassment, fear, joy, neutral"
darauffolgenden,2,"fear, neutral"
sack,5,"amusement, disgust, gratitude, neutral, surprise"
vergeht,4,"admiration, joy, love, neutral"
bett,11,"admiration, anger, annoyance, caring, curiosity, disgust, fear, love, neutral, realization, remorse"
gräfin,2,"neutral, realization"
bedecken,4,"caring, curiosity, neutral, surprise"
bitte,4,"caring, nervousness, neutral, sadness"
schelm,2,"neutral, sadness"
zorn,8,"admiration, amusement, annoyance, excitement, fear, neutral, realization, sadness"
kugel,2,"love, neutral"
gewonnen,3,"approval, gratitude, neutral"
froschkönig,3,"admiration, caring, neutral"
heinrich,7,"admiration, approval, fear, joy, neutral, realization, sadness"
treu,6,"admiration, joy, love, neutral, realization, sadness"
zaubertrank,2,"caring, neutral"
besitzt,4,"admiration, caring, neutral, surprise"
los,8,"admiration, amusement, anger, annoyance, caring, fear, neutral, realization"
berührt,6,"admiration, disgust, joy, love, neutral, realization"
frosch,7,"admiration, anger, caring, disappointment, love, neutral, sadness"
lediglich,2,"disappointment, neutral"
kuss,5,"admiration, desire, love, neutral, realization"
erlöst,10,"admiration, anger, caring, disappointment, excitement, joy, love, neutral, realization, sadness"
alter,8,"admiration, disappointment, joy, love, neutral, realization, sadness, surprise"
hilferufe,2,"caring, neutral"
nähe,3,"desire, neutral, sadness"
bediensteten,4,"annoyance, curiosity, neutral, sadness"
gedanken,8,"admiration, caring, desire, disgust, neutral, realization, sadness, surprise"
verhalten,4,"annoyance, curiosity, neutral, realization"
recht,8,"admiration, anger, caring, desire, joy, love, neutral, sadness"
feststellen,2,"annoyance, neutral"
fünf,2,"fear, neutral"
worden,8,"admiration, anger, annoyance, caring, joy, neutral, realization, sadness"
enkel,2,"neutral, sadness"
hinunter,2,"love, neutral"
sophie,2,"joy, neutral"
jeweils,2,"disappointment, neutral"
jammernd,2,"amusement, neutral"
susanne,3,"desire, excitement, neutral"
tiefen,6,"admiration, anger, caring, desire, neutral, surprise"
helfen.,4,"admiration, caring, love, neutral"
spielkamerad,2,"love, neutral"
becher,5,"admiration, anger, caring, love, neutral"
bedingungen,2,"annoyance, neutral"
aufsetzt,2,"neutral, realization"
zimmer,7,"admiration, amusement, annoyance, fear, love, neutral, sadness"
jüngste,9,"admiration, curiosity, desire, disgust, embarrassment, love, neutral, sadness, surprise"
zunächst,6,"disappointment, disapproval, love, neutral, realization, sadness"
einhalten,2,"approval, neutral"
sicher,3,"approval, disappointment, neutral"
küsst,4,"gratitude, love, neutral, realization"
neun,3,"admiration, neutral, realization"
tagen,6,"curiosity, fear, joy, love, neutral, sadness"
herrn,4,"admiration, gratitude, neutral, realization"
band,3,"anger, neutral, sadness"
schmerz,2,"neutral, sadness"
verlust,3,"admiration, neutral, sadness"
aushalten,2,"neutral, sadness"
vergisst,2,"love, neutral"
ganze,13,"amusement, annoyance, caring, disappointment, disgust, gratitude, joy, love, neutral, optimism, realization, sadness, surprise"
zweimal,2,"neutral, optimism"
eigentlich,3,"caring, neutral, sadness"
niemals,4,"admiration, curiosity, joy, neutral"
männlein,5,"admiration, annoyance, approval, caring, neutral"
waldmann,2,"curiosity, neutral"
brüdern,4,"approval, joy, neutral, sadness"
genannt,4,"admiration, disgust, neutral, surprise"
belohnt,2,"neutral, remorse"
kleben,2,"joy, neutral"
bäcker,2,"love, neutral"
wirtin,3,"admiration, neutral, sadness"
schar,3,"annoyance, joy, neutral"
jubelnd,2,"joy, neutral"
lass,3,"annoyance, joy, neutral"
beschluss,2,"amusement, neutral"
wort,11,"admiration, amusement, annoyance, approval, caring, disapproval, disgust, fear, gratitude, neutral, surprise"
erfüllen,3,"desire, disappointment, neutral"
tapferen,2,"admiration, neutral"
schmied,4,"admiration, annoyance, neutral, realization"
schmiede,3,"admiration, desire, neutral"
flackernden,2,"curiosity, neutral"
komm,5,"admiration, caring, joy, love, neutral"
schatten,12,"admiration, amusement, annoyance, confusion, disgust, fear, gratitude, joy, love, neutral, realization, sadness"
berges,2,"admiration, neutral"
berg,5,"admiration, annoyance, disgust, fear, neutral"
bäume,6,"admiration, annoyance, joy, love, neutral, relief"
träumen,3,"admiration, joy, neutral"
schweigen,3,"fear, neutral, sadness"
lust,7,"admiration, amusement, annoyance, desire, joy, neutral, sadness"
fröhlich,4,"approval, joy, neutral, sadness"
hell,3,"admiration, amusement, neutral"
tränen,9,"admiration, amusement, approval, desire, gratitude, joy, neutral, sadness, surprise"
gras,5,"disappointment, joy, love, neutral, optimism"
glühen,2,"annoyance, neutral"
eisen,3,"admiration, anger, neutral"
mikeš,5,"admiration, caring, disapproval, neutral, realization"
großvater,2,"neutral, sadness"
schmiedete,2,"approval, neutral"
schulter,2,"disgust, neutral"
stark,6,"admiration, annoyance, curiosity, joy, love, neutral"
mühle,4,"gratitude, neutral, pride, sadness"
meister,3,"admiration, disapproval, neutral"
matěj,2,"admiration, neutral"
bereit,6,"admiration, approval, excitement, joy, neutral, surprise"
schritte,3,"disappointment, disgust, neutral"
burschen,4,"admiration, excitement, fear, neutral"
fröhlichkeit,2,"neutral, sadness"
entschluss,3,"approval, neutral, sadness"
stroh,3,"fear, neutral, sadness"
starken,4,"admiration, fear, neutral, sadness"
gemälde,2,"admiration, neutral"
schwarzen,5,"admiration, anger, caring, love, neutral"
spielen,2,"neutral, sadness"
mitleid,3,"disapproval, neutral, sadness"
rat,4,"admiration, caring, neutral, sadness"
muß,2,"fear, neutral"
raten,2,"caring, neutral"
herzens,4,"admiration, joy, neutral, sadness"
überraschung,2,"neutral, surprise"
schlimmste,4,"disappointment, disapproval, fear, neutral"
erregt,2,"nervousness, neutral"
wildnis,2,"neutral, sadness"
braten,2,"neutral, surprise"
silber,2,"love, neutral"
widerstehen,2,"curiosity, neutral"
magischen,4,"approval, joy, neutral, realization"
traum,8,"caring, curiosity, desire, fear, love, neutral, realization, sadness"
tapfer,5,"admiration, caring, neutral, optimism, surprise"
gier,2,"love, neutral"
zerrinnt,2,"neutral, realization"
seltsames,2,"disgust, neutral"
unheimliches,3,"amusement, neutral, sadness"
brei,2,"amusement, neutral"
fuchs,5,"admiration, anger, annoyance, disgust, neutral"
ohnmacht,2,"caring, neutral"
ergeht,2,"love, neutral"
verführt,2,"amusement, neutral"
allerlei,2,"excitement, neutral"
betören,2,"love, neutral"
wesen,5,"amusement, love, neutral, realization, surprise"
erfahren,3,"admiration, approval, neutral"
seil,3,"anger, fear, neutral"
oben,4,"amusement, curiosity, disappointment, neutral"
hinab,11,"admiration, annoyance, caring, disgust, fear, joy, love, nervousness, neutral, realization, remorse"
kämpft,2,"admiration, neutral"
ziel,2,"admiration, neutral"
tore,2,"joy, neutral"
gebrauchen,2,"amusement, neutral"
lichtlein,2,"neutral, surprise"
helle,3,"admiration, grief, neutral"
labyrinth,2,"neutral, realization"
herauf,6,"admiration, joy, love, neutral, realization, sadness"
hinauf,8,"admiration, amusement, anger, disappointment, gratitude, joy, love, neutral"
vertrauen,2,"disgust, neutral"
eimer,2,"admiration, neutral"
anschlag,2,"desire, neutral"
gilt,2,"confusion, neutral"
wahres,3,"admiration, disgust, neutral"
schien,5,"admiration, joy, neutral, realization, surprise"
trug,10,"admiration, desire, disgust, excitement, fear, love, neutral, realization, remorse, sadness"
vertraut,2,"neutral, realization"
pfeil,2,"neutral, surprise"
frist,2,"desire, neutral"
rosenring,2,"neutral, realization"
müller,10,"admiration, annoyance, curiosity, disgust, embarrassment, gratitude, joy, love, neutral, sadness"
strafe,3,"annoyance, approval, neutral"
zurückgeschickt,2,"love, neutral"
gerne,8,"annoyance, approval, caring, desire, joy, love, neutral, surprise"
gemahl,5,"admiration, caring, gratitude, neutral, surprise"
übers,4,"admiration, annoyance, neutral, sadness"
dunkel,6,"admiration, disgust, fear, neutral, realization, surprise"
angst,7,"admiration, fear, joy, nervousness, neutral, realization, sadness"
bergen,4,"admiration, caring, neutral, realization"
erschreckt,3,"admiration, fear, neutral"
wohnen,2,"amusement, neutral"
magie,3,"disgust, neutral, realization"
aussehen,3,"disgust, neutral, realization"
gebirge,2,"joy, neutral"
blitz,2,"annoyance, neutral"
tiefe,6,"admiration, amusement, disgust, gratitude, neutral, sadness"
sarg,6,"admiration, love, neutral, optimism, sadness, surprise"
agnes,2,"admiration, neutral"
kamen,15,"annoyance, approval, caring, curiosity, disapproval, fear, gratitude, joy, love, nervousness, neutral, optimism, realization, sadness, surprise"
anfangs,3,"disappointment, neutral, sadness"
ottos,2,"neutral, realization"
hinterlassen,2,"neutral, sadness"
vermögen,2,"neutral, sadness"
elvira,3,"admiration, caring, neutral"
aufmerksamkeit,2,"approval, neutral"
erregen,2,"approval, neutral"
königreichs,4,"admiration, approval, joy, neutral"
damen,2,"approval, neutral"
ball,7,"admiration, gratitude, joy, neutral, realization, sadness, surprise"
eingeladen,2,"approval, neutral"
braut,10,"admiration, annoyance, caring, disgust, fear, joy, love, neutral, sadness, surprise"
zähne,2,"approval, neutral"
neu,2,"admiration, neutral"
richten,2,"neutral, surprise"
bohdanka,4,"excitement, neutral, sadness, surprise"
verflucht,4,"annoyance, disapproval, neutral, surprise"
irre,2,"admiration, neutral"
hemden,3,"admiration, joy, neutral"
nähen,2,"desire, neutral"
weben,2,"confusion, neutral"
milada,2,"love, neutral"
